axis,cond,TUNE_race,TUNE_horse,TUNE_ai3,TUNE_mk3,TUNE_d3,TUNE_ai1,TUNE_mk1,TUNE_d1,TUNE_field,TUNE_dll,CONF_race,CONF_horse,CONF_ai3,CONF_mk3,CONF_d3,CONF_ai1,CONF_mk1,CONF_d1,CONF_field,CONF_dll,CONF_lo,CONF_hi
AI1位2位差,Q1低,442,5915,0.76693500754565,0.791152864948961,-0.02421785740331095,0.768182430739798,0.7845666467967389,-0.01638421605694096,14.25579036348267,0.014778272814008397,449,5599,0.7777220783058136,0.7966714897772986,-0.01894941147148499,0.7796238767283852,0.8040897569063933,-0.024465880178008104,13.936774424004286,0.015389594639984627,-0.029048128555629753,-0.008362520796748768
AI1位2位差,Q4高,431,5915,0.7854087575948041,0.8126135344646972,-0.027204776869893088,0.8312182098202525,0.8509196776568653,-0.01970146783661275,14.491462383770076,0.016872897747169546,415,5599,0.8036997422184602,0.8207932553576238,-0.01709351313916363,0.8182881756505176,0.8351458789776713,-0.01685770332715375,14.545633148776567,0.01079794711885973,-0.027305570796979955,-0.009269912414463842
AI1位2位差,Q2,439,5915,0.7908524948418004,0.8075053666117847,-0.016652871769984312,0.7945603926001489,0.8202307879322575,-0.025670395332108575,14.29535080304311,0.012211366373895804,431,5599,0.7890397481306572,0.8160621312861417,-0.027022383155484442,0.7948746414583711,0.824559505998723,-0.029684864540351907,14.175388462225397,0.020251093438008516,-0.03702778887772568,-0.017232095867098042
AI上位3頭集中,Q4高,537,5915,0.8267633416657949,0.831401245632375,-0.004637903966580148,0.8390750083136698,0.8433322640214101,-0.004257255707740382,12.338630600169061,-0.0022299781741758062,555,5600,0.8503219015249844,0.8594687755074732,-0.009146873982488812,0.8565846602352261,0.8656089283528614,-0.009024268117635348,12.638928571428572,0.007098017367137499,-0.015991923004682267,-0.001252127446288252
AI上位3頭集中,Q3,432,5915,0.7833183992542335,0.8056679518010968,-0.022349552546863327,0.8115710924084714,0.8408361069301054,-0.029265014521633992,14.215046491969568,0.021420718122701576,420,5599,0.7964893680497851,0.8220492710193353,-0.02555990296955024,0.8170948106976951,0.8420019590673652,-0.024907148369670118,13.96195749240936,0.018487902045891846,-0.03381209290791442,-0.017417380762152865
AI上位3頭集中,Q1低,378,5915,0.7274973651951969,0.7792695734548903,-0.05177220825969342,0.7288147173464132,0.7811612213364064,-0.05234650398999319,15.822992392223162,0.019760058180970486,367,5600,0.7105489110304317,0.7571649105591597,-0.04661599952872797,0.717930889037838,0.7713489562778888,-0.053418067240050826,15.480357142857143,0.015269335180322752,-0.058917559271539806,-0.03579271766170438
AI上位3頭集中,Q2,402,5915,0.7662837859967522,0.7995943514536048,-0.033310565456852625,0.7863385773833536,0.8025828593293283,-0.016244281945974715,14.978529163144549,0.021608212498867574,392,5600,0.7737239516517792,0.7980084902252753,-0.024284538573496106,0.7820833409026969,0.8013071513547033,-0.019223810452006385,14.657142857142857,0.017413879494941498,-0.03312968021959696,-0.014629559125397073
AIエントロピー,Q1低,406,5915,0.8408775401830396,0.8540481766477083,-0.01317063646466865,0.8603471971972421,0.8759750055216408,-0.015627808324398695,15.047506339814031,0.008815975867227266,412,5599,0.85369157631311,0.8646079919573193,-0.01091641564420931,0.8652448121159242,0.8767612953956687,-0.011516483279744527,15.18753348812288,0.009344704156080907,-0.017484381655998124,-0.004115350004579369
AIエントロピー,Q3,435,5915,0.7545098015697305,0.7798660761436219,-0.025356274573891446,0.7800760398090765,0.7986817888692987,-0.018605749060222276,14.307185122569738,0.012032885466907173,428,5599,0.7642835667600373,0.7888668534080299,-0.024583286647992586,0.767873143293243,0.7913902511412297,-0.023517107847986773,14.061618146097517,0.01750023291732211,-0.03336763580128407,-0.01384367060861619
AIエントロピー,Q2,420,5915,0.7937099551600089,0.8107049937769595,-0.01699503861695062,0.8057186186576542,0.821794271848867,-0.016075653191212846,14.765511411665258,0.013924873643948232,404,5599,0.8031650195651744,0.8238993065806544,-0.02073428701547997,0.8132444848031622,0.8310864012883136,-0.01784191648515132,14.652616538667619,0.01674239143807521,-0.02961311086473714,-0.013403959358412442
AIエントロピー,Q4高,488,5915,0.7311408943622691,0.7759558304715839,-0.04481493610931475,0.7419856546049353,0.7768800578165638,-0.03489440321162851,13.234995773457312,0.025785305452603713,487,5599,0.7211465443928763,0.7566110647848312,-0.03546452039195491,0.7411164078039265,0.7804511607757626,-0.039334752971836084,12.839435613502411,0.014746844313167862,-0.04746716759631381,-0.022749400572190184
AI1位の市場人気,AI1位=市場2-3番人気,565,7552,0.7783216396606489,0.8111629005669253,-0.03284126090627637,0.7838261075406745,0.8131926396963539,-0.029366532155679415,14.147510593220339,0.023481487717965654,545,7047,0.788294110345829,0.8084988864246855,-0.020204776078856512,0.800870899124843,0.8255963444353703,-0.02472544531052734,13.988789555839364,0.017347036900532964,-0.02732888030390028,-0.01278559139630147
AI1位の市場人気,AI1位=市場1番人気,1015,13742,0.7912965074361726,0.806581431962063,-0.015284924525890364,0.814957265552202,0.8279868481786311,-0.01302958262642906,14.340416242177266,0.009172299571906073,1023,13218,0.7984102702273914,0.8165387766322648,-0.0181285064048734,0.8085841531682028,0.8260771838947062,-0.017493030726503433,14.28869723104857,0.012837017141243745,-0.02407084035825159,-0.011722515391173862
AI1位の市場人気,AI1位=市場4番人気以下,166,2366,0.7425053533190578,0.7807321362537947,-0.038226782934736914,0.7390717415115006,0.7782872398685652,-0.039215498357064615,14.939983093829248,0.023173757240975534,163,2134,0.7278730530354763,0.7635495723994408,-0.03567651936396443,0.7304094782789441,0.76176619057517,-0.03135671229622594,14.186504217432052,0.016103421476647062,-0.05922746704822527,-0.012318370756771885
AI上位3頭と市場上位3頭の一致,上位3頭一致 3頭,511,6565,0.8062755549065419,0.8116103681977862,-0.0053348132912443,0.8203441217165042,0.8243153898376838,-0.00397126812117965,13.816450875856816,0.0061628833485671275,583,7183,0.8125886243698603,0.825399674120953,-0.012811049751092707,0.8280664985862528,0.837543851688414,-0.009477353102161246,13.918000835305582,0.011183827412750036,-0.0198700095444341,-0.005999462634630884
AI上位3頭と市場上位3頭の一致,上位3頭一致 2頭,984,13506,0.7787114488004155,0.8073239743729519,-0.02861252557253635,0.794838032511472,0.8174202365406827,-0.02258220402921074,14.453428106026951,0.017844552157468718,939,12386,0.7872027111309167,0.807604714763036,-0.020402003632119303,0.7994069597140068,0.8227901701920056,-0.02338321047799885,14.27321169061844,0.014861280235240748,-0.026279303957133654,-0.013533190775845215
