win,period,race_id,field,p1,top3sum,resid,n_eff,ax_hit,top3_hits,rand3,cut5,cut10,cut15,cut20
T2,探索,20250614_09_09,13,0.7871425,1.427829,1.4332837,7.426738,1,1,0.6923076923076923,1,3,5,8
T2,探索,20250614_09_10,16,0.59178466,1.4089906,1.908762,10.029992,0,2,0.5625,2,7,8,9
T2,探索,20250614_09_11,12,0.7691619,1.7337232,1.4335282,7.2050724,1,1,0.75,0,4,4,7
T2,探索,20250614_09_12,16,0.477097,1.1812261,1.6860853,10.299848,0,2,0.5625,4,7,8,11
T2,探索,20250615_02_01,16,0.59629405,1.4287645,2.0381908,10.191685,1,2,0.5625,3,6,6,9
T2,探索,20250615_02_02,14,0.59629405,1.4539338,1.7171123,8.840255,0,1,0.6428571428571429,3,4,6,8
T2,探索,20250615_02_03,11,0.4938123,1.2684636,1.2966352,8.208703,1,2,0.8181818181818182,0,3,3,6
T2,探索,20250615_02_04,10,0.6526777,1.4202358,1.6705215,8.151101,1,2,0.9,0,1,1,3
T2,探索,20250615_02_05,9,0.59629405,1.5746526,1.340846,7.189494,1,2,1.0,0,0,1,3
T2,探索,20250615_02_06,12,0.69414645,1.3527443,1.4199487,8.040284,1,2,0.75,0,2,4,7
T2,探索,20250615_02_07,9,0.6638434,1.4397473,1.5401875,7.3723917,1,2,1.0,0,1,2,2
T2,探索,20250615_02_08,13,0.32292625,0.9107889,1.5970116,11.083277,1,2,0.6923076923076923,0,2,3,8
T2,探索,20250615_02_09,8,0.45141482,1.2502216,0.7818068,6.125881,0,1,1.125,1,1,2,4
T2,探索,20250615_02_10,14,0.59629405,1.3364894,1.45075,9.0654,1,2,0.6428571428571429,0,5,6,10
T2,探索,20250615_02_11,14,0.72111106,1.6761957,1.7343544,8.739799,0,1,0.6428571428571429,2,2,3,9
T2,探索,20250615_02_12,10,0.52659065,1.4146342,1.0963,6.6911983,0,2,0.9,2,4,4,4
T2,探索,20250615_05_01,16,0.7783375,1.658568,1.5224315,7.414627,1,1,0.5625,5,9,9,11
T2,探索,20250615_05_02,16,0.894152,2.0306292,1.4271173,6.8704166,1,2,0.5625,4,7,7,11
T2,探索,20250615_05_03,16,0.7871425,1.8426503,1.4516937,7.4040504,1,3,0.5625,5,7,8,12
T2,探索,20250615_05_04,18,0.71739435,1.9009638,1.8436965,8.398685,0,2,0.5,4,9,9,14
T2,探索,20250615_05_05,10,0.59629405,1.4665927,1.4200555,7.5340743,0,1,0.9,0,1,2,4
T2,探索,20250615_05_06,16,0.48497558,1.1666341,1.8628373,10.856779,1,1,0.5625,4,5,5,11
T2,探索,20250615_05_07,14,0.63225985,1.6469833,1.5088317,8.107217,1,2,0.6428571428571429,3,4,6,8
T2,探索,20250615_05_08,16,0.477097,1.2687474,1.5269517,9.843529,0,0,0.5625,4,6,8,12
T2,探索,20250615_05_09,10,0.4222466,1.0644419,1.6264668,8.916932,1,1,0.9,1,1,1,2
T2,探索,20250615_05_10,15,0.3975012,1.1307372,1.6267117,10.608828,1,1,0.6,1,5,7,11
T2,探索,20250615_05_11,14,0.65347904,1.4097979,1.5829338,8.864956,0,0,0.6428571428571429,2,4,4,9
T2,探索,20250615_05_12,16,0.58443564,1.2497535,1.3279202,8.860076,1,1,0.5625,5,7,9,13
T2,探索,20250615_09_01,16,0.7691619,1.6014472,1.5984908,7.980392,1,1,0.5625,4,8,8,11
T2,探索,20250615_09_02,14,0.7189181,1.8883821,1.4651703,7.1336136,1,1,0.6428571428571429,4,6,6,9
T2,探索,20250615_09_03,18,0.6919535,1.5767196,1.8951318,9.782894,1,1,0.5,4,8,11,13
T2,探索,20250615_09_04,15,0.71739435,1.2685175,1.4857267,8.460154,0,1,0.6,2,5,5,12
T2,探索,20250615_09_05,8,0.71739435,1.5582044,1.3654916,6.682864,1,2,1.125,0,0,0,2
T2,探索,20250615_09_06,15,0.59629405,1.4567796,1.7042342,9.121012,0,2,0.6,2,6,6,9
T2,探索,20250615_09_07,10,0.7871425,1.6599107,1.3070955,6.5410604,1,1,0.9,2,2,2,5
T2,探索,20250615_09_08,16,0.2533015,0.7239702,1.5396141,12.43751,1,1,0.5625,2,7,7,12
T2,探索,20250615_09_09,15,0.41094658,1.0780859,1.7406992,10.901337,1,1,0.6,2,5,6,9
T2,探索,20250615_09_10,18,0.53342825,1.2099607,2.0054464,12.272384,0,2,0.5,2,6,9,13
T2,探索,20250615_09_11,17,0.6526777,1.4410628,1.823767,10.267686,0,1,0.5294117647058824,1,5,8,12
T2,探索,20250615_09_12,8,0.35440597,0.9753227,0.50970876,5.672001,0,2,1.125,1,3,3,5
T2,探索,20250621_02_01,16,0.59629405,1.4149915,1.6482573,9.31123,0,0,0.5625,3,6,7,11
T2,探索,20250621_02_02,12,0.49759915,1.2458241,1.5904683,9.458054,0,1,0.75,0,1,1,7
T2,探索,20250621_02_03,13,0.58827126,1.3395054,1.7015656,9.274367,1,2,0.6923076923076923,2,2,4,6
T2,探索,20250621_02_04,16,0.7871425,2.029203,1.5640448,7.5364532,1,2,0.5625,5,6,7,12
T2,探索,20250621_02_05,15,0.59178466,1.505576,2.2516742,10.76776,0,0,0.6,1,3,3,9
T2,探索,20250621_02_06,9,0.43638408,1.1518443,1.473496,8.366477,0,1,1.0,0,0,0,1
T2,探索,20250621_02_07,16,0.715897,1.6538882,1.7193245,8.622555,1,3,0.5625,4,6,8,10
T2,探索,20250621_02_08,12,0.6919535,1.621189,1.6419632,8.277392,1,2,0.75,1,2,3,6
T2,探索,20250621_02_09,10,0.6167119,1.7546158,1.2172806,6.5567937,1,2,0.9,2,2,2,5
T2,探索,20250621_02_10,8,0.52063066,1.3933988,1.3013276,6.9622345,1,1,1.125,0,0,1,2
T2,探索,20250621_02_11,15,0.49291208,1.2170848,1.6291105,10.045325,0,2,0.6,2,5,5,10
T2,探索,20250621_02_12,8,0.73945546,1.6271484,1.2315253,6.249774,1,2,1.125,0,1,2,2
T2,探索,20250621_05_01,16,0.59178466,1.3555323,1.4873261,8.716964,0,1,0.5625,6,7,8,11
T2,探索,20250621_05_02,16,0.59178466,1.5330582,1.5804001,8.8695965,0,1,0.5625,3,5,8,10
T2,探索,20250621_05_03,16,0.59629405,1.7588842,1.4797016,7.7007027,1,2,0.5625,6,9,10,10
T2,探索,20250621_05_04,16,0.7783375,1.8616463,1.7767795,8.594939,1,1,0.5625,2,4,6,11
T2,探索,20250621_05_05,12,0.6919535,1.8321831,1.8226153,8.150357,1,1,0.75,0,2,3,6
T2,探索,20250621_05_06,16,0.72111106,1.9655735,2.0821712,9.563648,0,2,0.5625,1,4,6,10
T2,探索,20250621_05_07,16,0.7825928,1.907021,1.4078923,6.737014,1,2,0.5625,4,9,9,11
T2,探索,20250621_05_08,16,0.59178466,1.5892688,1.7141114,9.376991,1,3,0.5625,1,6,7,11
T2,探索,20250621_05_09,9,0.7945724,1.9766912,1.3226762,6.060019,1,2,1.0,2,2,2,3
T2,探索,20250621_05_10,14,0.6919535,1.9186256,1.5904634,7.984019,1,2,0.6428571428571429,2,4,5,10
T2,探索,20250621_05_11,11,0.6919535,1.8277534,1.3226138,7.059108,1,1,0.8181818181818182,1,2,2,5
T2,探索,20250621_05_12,16,0.6919535,1.4512639,1.6948469,8.728941,1,1,0.5625,4,5,9,9
T2,探索,20250621_09_01,12,0.6978633,1.3481532,1.6002177,8.614102,0,1,0.75,0,0,2,7
T2,探索,20250621_09_02,16,0.72111106,1.4289547,1.4742559,8.133582,1,2,0.5625,5,7,8,11
T2,探索,20250621_09_03,16,0.7903171,1.919226,1.5583197,7.423897,0,1,0.5625,6,7,8,11
T2,探索,20250621_09_04,13,0.6922228,1.9207767,1.2496938,6.8957834,1,2,0.6923076923076923,2,5,6,8
T2,探索,20250621_09_05,12,0.4558445,1.2697477,1.7029909,9.725101,1,2,0.75,0,1,2,6
T2,探索,20250621_09_06,14,0.6919535,1.6051418,1.2501249,7.407147,1,2,0.6428571428571429,2,5,6,11
T2,探索,20250621_09_07,10,0.45172504,1.2372779,1.5958836,8.453875,0,1,0.9,1,1,1,3
T2,探索,20250621_09_08,16,0.59178466,1.4421792,1.7898371,10.2267065,1,3,0.5625,1,4,6,12
T2,探索,20250621_09_09,13,0.63225985,1.3825622,1.727824,9.367739,0,1,0.6923076923076923,0,1,4,8
T2,探索,20250621_09_10,12,0.51816463,1.350635,1.5009365,8.621169,0,1,0.75,2,2,2,7
T2,探索,20250621_09_11,16,0.59178466,1.319708,1.6655474,10.225921,1,2,0.5625,1,6,6,13
T2,探索,20250621_09_12,14,0.36329994,1.035395,1.6097453,10.612462,1,2,0.6428571428571429,2,3,3,10
T2,探索,20250622_02_01,15,0.68506247,1.4765627,1.4207597,8.0504055,1,1,0.6,4,5,7,10
T2,探索,20250622_02_02,14,0.7691619,1.8372886,1.4406111,7.151641,1,1,0.6428571428571429,2,6,6,10
T2,探索,20250622_02_03,11,0.71739435,1.990728,1.4450605,6.8467817,1,2,0.8181818181818182,1,2,5,6
T2,探索,20250622_02_04,16,0.59178466,1.3727074,1.6186028,9.070917,0,1,0.5625,4,8,9,11
T2,探索,20250622_02_05,12,0.44827613,1.1665365,1.9376625,10.368864,0,1,0.75,0,0,1,6
T2,探索,20250622_02_06,11,0.74286157,1.7784927,1.2686551,6.6614475,0,2,0.8181818181818182,1,4,4,5
T2,探索,20250622_02_07,11,0.71739435,1.5186119,1.5346794,7.888172,0,0,0.8181818181818182,0,2,2,4
T2,探索,20250622_02_08,11,0.7828872,1.6705801,1.5415345,7.203233,1,1,0.8181818181818182,2,2,3,5
T2,探索,20250622_02_09,10,0.5648456,1.4450761,1.3460951,7.590771,1,2,0.9,0,2,2,4
T2,探索,20250622_02_10,14,0.4592934,1.3140864,1.841189,9.417997,1,2,0.6428571428571429,3,5,5,7
T2,探索,20250622_02_11,15,0.45172504,1.2717173,1.9749353,10.936732,0,1,0.6,0,5,5,9
T2,探索,20250622_02_12,12,0.49718562,1.2182223,1.3202685,8.893259,0,2,0.75,0,1,4,9
T2,探索,20250622_05_01,9,0.654383,1.5130137,1.440239,7.375662,1,2,1.0,0,1,1,2
T2,探索,20250622_05_02,8,0.46952865,1.1246492,0.8068557,6.5223255,0,1,1.125,0,0,1,5
T2,探索,20250622_05_03,15,0.72111106,1.9091897,2.0584707,7.9453416,1,1,0.6,5,7,7,8
T2,探索,20250622_05_04,16,0.8981307,2.1204839,1.4836729,6.60823,1,3,0.5625,2,8,8,12
T2,探索,20250622_05_05,16,0.5380963,1.3153096,1.9511986,11.157007,1,1,0.5625,0,5,7,11
T2,探索,20250622_05_06,15,0.6919535,1.6178871,1.7852198,9.040235,0,1,0.6,0,5,7,10
T2,探索,20250622_05_07,16,0.7474113,1.5004039,1.5318605,7.9885945,0,0,0.5625,4,7,8,11
T2,探索,20250622_05_08,15,0.71739435,1.5020701,1.6627527,8.765448,0,0,0.6,3,5,6,9
T2,探索,20250622_05_09,16,0.59629405,1.3630668,1.7671527,9.85301,0,1,0.5625,3,5,8,9
T2,探索,20250622_05_10,16,0.59629405,1.3499348,1.8036897,10.44676,0,0,0.5625,2,4,6,12
T2,探索,20250622_05_11,14,0.45141482,1.2436589,1.6652973,9.982296,1,2,0.6428571428571429,1,4,6,9
T2,探索,20250622_05_12,16,0.69414645,1.6216027,1.9114954,8.951697,0,1,0.5625,4,5,7,9
T2,探索,20250622_09_01,16,0.8726322,1.4933444,1.598416,7.817099,1,1,0.5625,3,5,6,14
T2,探索,20250622_09_02,14,0.7945724,1.7393771,1.4991095,7.5282702,1,2,0.6428571428571429,3,4,7,9
T2,探索,20250622_09_03,18,0.7691619,1.8734629,1.9148891,8.454959,0,2,0.5,6,8,10,13
T2,探索,20250622_09_04,15,0.61751324,1.7951226,1.634387,7.6007085,1,3,0.6,4,6,8,10
T2,探索,20250622_09_05,10,0.6919535,1.5191636,1.3405337,7.3870454,1,2,0.9,0,1,1,5
T2,探索,20250622_09_06,16,0.59178466,1.3609548,1.96757,11.075849,1,2,0.5625,1,4,5,11
T2,探索,20250622_09_07,9,0.70886636,1.8628876,0.9080282,5.4058533,0,2,1.0,2,3,4,4
T2,探索,20250622_09_08,16,0.6919535,1.3990741,1.8537592,9.413066,1,1,0.5625,4,5,6,10
T2,探索,20250622_09_09,9,0.68506247,1.4309275,0.97491145,6.250843,1,3,1.0,0,1,1,5
T2,探索,20250622_09_10,16,0.63225985,1.5597161,1.4042479,8.343604,0,2,0.5625,2,7,8,13
T2,探索,20250622_09_11,14,0.47740722,1.3652061,1.7265494,9.720406,1,2,0.6428571428571429,0,4,5,9
T2,探索,20250622_09_12,15,0.50402325,1.2995061,1.7468292,10.028496,1,2,0.6,3,4,5,10
T2,探索,20250628_02_01,15,0.59629405,1.5862929,1.5384129,8.8902855,1,2,0.6,2,4,6,11
T2,探索,20250628_02_02,12,0.61751324,1.5332767,1.3822756,7.9545674,1,2,0.75,0,4,5,6
T2,探索,20250628_02_03,14,0.84040576,1.6425713,1.4907029,7.6345177,1,1,0.6428571428571429,0,6,7,10
T2,探索,20250628_02_04,13,0.7691619,1.6164925,1.7698225,8.21423,1,2,0.6923076923076923,1,2,4,7
T2,探索,20250628_02_05,16,0.43638408,1.1595097,2.1876316,12.842951,1,2,0.5625,0,3,5,11
T2,探索,20250628_02_06,12,0.72111106,2.1558998,1.1269752,6.082768,1,2,0.75,3,5,5,8
T2,探索,20250628_02_07,16,0.45172504,1.1193827,1.8248147,10.956186,1,1,0.5625,3,6,6,10
T2,探索,20250628_02_08,12,0.50012857,1.3474592,1.7276267,9.236305,0,0,0.75,1,2,2,6
T2,探索,20250628_02_09,8,0.61751324,1.5685486,0.9309974,6.0300355,0,2,1.125,0,0,2,4
T2,探索,20250628_02_10,16,0.71739435,1.5312967,1.7740666,9.164708,1,2,0.5625,3,5,6,11
T2,探索,20250628_02_11,16,0.32292625,0.8522588,1.7758883,13.486853,0,1,0.5625,1,4,7,13
T2,探索,20250628_02_12,14,0.38245592,1.0717337,1.6442456,9.970702,1,1,0.6428571428571429,3,5,5,7
T2,探索,20250628_03_01,10,0.745914,1.9876556,1.4603978,6.448555,1,3,0.9,2,3,4,4
T2,探索,20250628_03_02,15,0.73914486,1.8517962,1.5443285,7.9270315,1,2,0.6,3,6,6,11
T2,探索,20250628_03_03,15,0.7783375,2.0551846,1.6941316,7.7206907,0,1,0.6,3,6,7,9
T2,探索,20250628_03_04,16,0.7691619,1.6281455,1.5753531,8.146944,1,1,0.5625,2,7,8,11
T2,探索,20250628_03_05,8,0.48538914,1.373188,1.2222883,6.8931675,1,2,1.125,0,0,0,3
T2,探索,20250628_03_06,10,0.58582467,1.3846315,1.2514565,7.6566067,0,1,0.9,0,0,2,6
T2,探索,20250628_03_08,16,0.65347904,1.5868305,1.6452361,8.415412,0,2,0.5625,4,7,9,10
T2,探索,20250628_03_09,8,0.7474113,1.6346765,1.13266,6.1687827,1,2,1.125,0,0,0,2
T2,探索,20250628_03_10,14,0.7691619,1.9128404,1.3338678,6.94481,1,2,0.6428571428571429,3,5,7,10
T2,探索,20250628_03_11,16,0.45141482,1.2074401,1.7348812,10.851569,1,1,0.5625,1,6,7,11
T2,探索,20250628_03_12,15,0.43638408,1.0248702,1.7327499,11.219322,1,2,0.6,2,4,4,10
T2,探索,20250628_10_01,12,0.6526777,1.3455132,1.3788267,8.171735,0,1,0.75,0,0,4,8
T2,探索,20250628_10_03,16,0.53342825,1.2649955,1.6057599,9.501519,0,0,0.5625,4,7,9,11
T2,探索,20250628_10_04,16,0.61751324,1.8055921,1.5777842,8.0742035,1,2,0.5625,6,7,8,11
T2,探索,20250628_10_05,14,0.59178466,1.351095,1.6179522,9.72232,1,1,0.6428571428571429,1,3,3,10
T2,探索,20250628_10_06,14,0.63225985,1.505028,1.7626277,8.793637,1,2,0.6428571428571429,4,5,5,7
T2,探索,20250628_10_07,15,0.6919535,1.5352477,1.3653163,7.4431086,1,2,0.6,1,6,7,13
T2,探索,20250628_10_08,15,0.43638408,1.1933888,1.7039694,10.133218,0,1,0.6,3,5,6,9
T2,探索,20250628_10_09,8,0.94078946,1.8543402,0.906522,5.0537667,1,2,1.125,0,0,0,4
T2,探索,20250628_10_11,16,0.49718562,1.3699538,1.6865168,10.149608,1,1,0.5625,4,4,7,12
T2,探索,20250628_10_12,14,0.7904599,1.431423,1.5990669,8.239051,1,2,0.6428571428571429,0,4,6,9
T2,探索,20250629_02_01,12,0.7783375,1.3832843,1.2524368,6.9634423,1,2,0.75,0,3,5,8
T2,探索,20250629_02_02,12,0.6526777,1.5404767,1.5244367,8.031893,1,2,0.75,0,3,5,6
T2,探索,20250629_02_03,12,0.7152014,1.7478795,1.2283303,6.73611,1,1,0.75,2,4,4,8
T2,探索,20250629_02_04,9,0.77844995,1.7681959,0.9946681,5.7774615,1,3,1.0,1,3,3,3
T2,探索,20250629_02_05,12,0.59629405,1.4690622,1.8038616,9.280476,0,0,0.75,0,1,1,7
T2,探索,20250629_02_06,16,0.6919535,1.3546113,1.4997585,8.79652,1,2,0.5625,3,6,6,13
T2,探索,20250629_02_07,11,0.68506247,1.3353524,1.5498854,8.230545,0,0,0.8181818181818182,0,0,1,6
T2,探索,20250629_02_08,11,0.59629405,1.5767823,1.3163955,7.1408005,0,1,0.8181818181818182,1,3,5,5
T2,探索,20250629_02_09,8,0.69414645,1.7297776,1.0516213,6.0206947,0,2,1.125,0,0,2,3
T2,探索,20250629_02_10,11,0.7691619,1.5392036,1.2542493,6.876631,1,2,0.8181818181818182,0,2,2,7
T2,探索,20250629_02_11,14,0.3542401,0.9750478,1.563489,10.963922,1,1,0.6428571428571429,0,4,6,9
T2,探索,20250629_02_12,14,0.59629405,1.3683497,1.7009265,9.820856,0,0,0.6428571428571429,1,2,5,9
T2,探索,20250629_03_01,15,0.74286157,1.8786615,1.3800439,7.2479043,1,2,0.6,1,7,9,10
T2,探索,20250629_03_02,16,0.7945724,1.5538828,1.595095,8.414146,0,0,0.5625,2,7,8,11
T2,探索,20250629_03_03,15,0.59629405,1.5533088,1.5756294,8.241048,1,1,0.6,4,8,8,10
T2,探索,20250629_03_04,15,0.45141482,1.3436434,1.6039072,8.729234,0,2,0.6,4,8,8,9
T2,探索,20250629_03_05,13,0.59629405,1.6019003,1.8013192,9.282579,1,1,0.6923076923076923,0,2,4,8
T2,探索,20250629_03_07,16,0.71739435,1.3468299,1.6370776,8.875099,1,2,0.5625,4,6,6,11
T2,探索,20250629_03_08,8,0.7903171,1.8793789,0.9932364,5.495907,1,1,1.125,0,1,1,4
T2,探索,20250629_03_09,11,0.5416097,1.4571803,1.4998326,7.9585943,1,3,0.8181818181818182,1,2,3,5
T2,探索,20250629_03_10,15,0.44384646,1.2851942,1.6939027,8.909472,1,1,0.6,5,7,9,9
T2,探索,20250629_03_11,14,0.49718562,1.3897244,1.790951,9.672069,0,0,0.6428571428571429,2,4,5,8
T2,探索,20250629_03_12,8,0.43638408,0.89367414,0.48064256,5.2451262,1,1,1.125,2,3,3,6
T2,探索,20250629_10_01,12,0.37840274,1.041438,1.7210891,9.823586,1,1,0.75,0,3,3,5
T2,探索,20250629_10_02,17,0.6526777,1.4660819,1.6740206,9.265267,1,2,0.5294117647058824,3,8,8,12
T2,探索,20250629_10_03,16,0.59629405,1.4573166,1.4678744,8.606042,1,2,0.5625,4,7,7,12
T2,探索,20250629_10_04,16,0.63225985,1.5199528,1.8325409,9.422433,0,1,0.5625,4,7,8,9
T2,探索,20250629_10_05,17,0.38171265,1.0851215,2.410797,13.597491,1,1,0.5294117647058824,1,4,6,9
T2,探索,20250629_10_06,10,0.59629405,1.4765246,1.448211,7.925672,0,1,0.9,0,1,1,4
T2,探索,20250629_10_07,17,0.63225985,1.7351823,1.6228118,8.7611885,1,2,0.5294117647058824,4,6,8,13
T2,探索,20250629_10_08,14,0.59629405,1.3225826,1.8690972,10.0769,1,2,0.6428571428571429,1,3,3,7
T2,探索,20250629_10_09,8,0.6919535,1.5885057,1.2596536,6.333593,1,2,1.125,0,1,1,2
T2,探索,20250629_10_10,15,0.4229387,1.0732286,1.5545709,10.472312,0,1,0.6,1,6,7,11
T2,探索,20250629_10_11,13,0.7691619,1.4329174,1.2565595,7.0618906,1,3,0.6923076923076923,3,4,5,9
T2,探索,20250629_10_12,16,0.62440425,1.3401183,1.608976,9.193186,1,2,0.5625,2,8,9,10
T2,探索,20250705_02_01,8,0.74286157,1.8470781,0.97960407,5.4876194,1,2,1.125,1,1,1,3
T2,探索,20250705_02_02,8,0.71739435,1.820342,1.0404702,5.7878957,1,2,1.125,0,1,1,3
T2,探索,20250705_02_03,12,0.59629405,1.7843728,1.682229,8.00391,1,1,0.75,1,3,3,6
T2,探索,20250705_02_04,9,0.7871425,2.0504556,0.8884902,5.29864,1,2,1.0,1,2,3,5
T2,探索,20250705_02_06,11,0.7691619,1.9619906,1.1190784,6.230521,1,2,0.8181818181818182,2,3,4,7
T2,探索,20250705_02_07,12,0.7903171,1.67801,1.3118005,7.0909863,1,1,0.75,2,3,4,7
T2,探索,20250705_02_08,9,0.7871425,1.515348,1.2299204,6.3074923,1,1,1.0,0,1,2,3
T2,探索,20250705_02_09,8,0.72111106,1.6344862,1.2727528,6.3616133,1,2,1.125,0,0,1,3
T2,探索,20250705_02_10,14,0.58827126,1.4838427,1.8329525,9.681379,1,2,0.6428571428571429,1,2,5,8
T2,探索,20250705_02_11,14,0.5080071,1.186859,1.7076628,10.220364,1,2,0.6428571428571429,0,4,5,8
T2,探索,20250705_02_12,13,0.5150648,1.3758357,1.6699525,9.148043,1,2,0.6923076923076923,2,3,4,7
T2,探索,20250705_03_01,10,0.68506247,1.4915034,1.4630182,7.7275205,0,1,0.9,0,1,1,3
T2,探索,20250705_03_02,15,0.7152014,1.8251507,1.2836399,7.383642,1,2,0.6,2,7,7,12
T2,探索,20250705_03_03,9,0.72111106,1.6916068,0.83181983,5.6708326,1,2,1.0,0,3,3,5
T2,探索,20250705_03_04,8,0.5418141,1.3663633,1.2612085,6.9998536,1,2,1.125,0,0,0,2
T2,探索,20250705_03_06,13,0.59629405,1.5334173,1.3249559,7.876129,0,0,0.6923076923076923,2,3,4,10
T2,探索,20250705_03_07,16,0.6919535,1.3365738,1.3336915,8.346909,0,1,0.5625,2,9,10,13
T2,探索,20250705_03_08,16,0.64909667,1.4841855,1.5443289,8.620942,1,1,0.5625,4,8,9,11
T2,探索,20250705_03_09,10,0.74286157,1.7928228,1.5549444,7.064828,0,0,0.9,0,2,2,4
T2,探索,20250705_03_10,15,0.94078946,1.7871245,1.4716393,6.9220495,1,2,0.6,3,7,9,10
T2,探索,20250705_03_11,16,0.32736364,0.9732162,1.6622667,11.70197,1,1,0.5625,1,6,8,12
T2,探索,20250705_03_12,15,0.69414645,1.5946223,1.611894,8.439734,1,1,0.6,4,4,6,11
T2,探索,20250705_10_02,16,0.50842065,1.3416138,1.7372409,9.921658,0,1,0.5625,2,7,9,10
T2,探索,20250705_10_03,18,0.94078946,2.0508583,2.0238557,8.37756,0,1,0.5,4,6,8,12
T2,探索,20250705_10_04,14,0.5270548,1.4226263,1.8073431,9.329085,0,2,0.6428571428571429,1,5,7,8
T2,探索,20250705_10_05,8,0.58582467,1.4704849,1.118315,6.510182,1,2,1.125,0,1,1,3
T2,探索,20250705_10_06,16,0.61751324,1.5322242,1.7627479,9.394391,0,1,0.5625,2,6,7,10
T2,探索,20250705_10_07,16,0.6526777,1.7488992,1.6578308,8.447939,1,2,0.5625,3,7,8,11
T2,探索,20250705_10_08,9,0.74286157,1.7830021,1.481109,6.747514,1,2,1.0,0,0,2,4
T2,探索,20250705_10_09,8,0.69414645,1.9034443,1.1415616,6.1960096,1,1,1.125,0,0,0,3
T2,探索,20250705_10_10,8,0.7945724,1.4589934,0.98896426,5.5582223,1,2,1.125,0,1,1,3
T2,探索,20250705_10_11,11,0.7691619,1.486546,1.5063968,7.3103123,0,0,0.8181818181818182,1,3,3,5
T2,探索,20250705_10_12,10,0.69414645,1.63425,1.2234092,6.7760625,0,0,0.9,0,2,2,5
T2,探索,20250706_02_01,10,0.71739435,1.8676713,1.2464552,6.2723165,1,3,0.9,1,3,4,5
T2,探索,20250706_02_02,12,0.6919535,1.7718639,1.4139757,7.490518,0,2,0.75,2,3,3,7
T2,探索,20250706_02_03,13,0.6919535,1.7043796,1.3755412,7.2171006,0,1,0.6923076923076923,2,4,5,9
T2,探索,20250706_02_04,15,0.6919535,1.6564306,1.7808416,8.384224,0,1,0.6,5,6,7,8
T2,探索,20250706_02_06,12,0.6919535,1.7209854,1.3018718,7.073548,1,2,0.75,2,3,5,8
T2,探索,20250706_02_07,12,0.6526777,1.5934627,1.4633476,7.848912,1,2,0.75,1,2,2,8
T2,探索,20250706_02_08,13,0.63225985,1.3649027,1.5365484,8.572939,1,3,0.6923076923076923,1,4,4,8
T2,探索,20250706_02_09,11,0.7825928,1.7842152,1.8874269,8.097137,0,1,0.8181818181818182,0,0,3,4
T2,探索,20250706_02_10,10,0.65347904,1.7487674,1.2295482,6.605895,1,2,0.9,0,3,3,5
T2,探索,20250706_02_11,8,0.3135994,0.91892266,0.971946,7.085727,0,2,1.125,1,1,1,3
T2,探索,20250706_02_12,10,0.71739435,1.9618568,1.4458345,6.790894,1,3,0.9,1,2,2,4
T2,探索,20250706_03_01,13,0.5461191,1.4621985,1.5977789,9.297789,0,2,0.6923076923076923,0,2,2,9
T2,探索,20250706_03_02,15,0.59178466,1.4840132,1.6905121,8.986904,1,2,0.6,4,6,7,10
T2,探索,20250706_03_03,16,0.66037005,1.3854737,1.6143376,9.236206,0,0,0.5625,4,4,7,12
T2,探索,20250706_03_04,11,0.59629405,1.5180672,1.5786998,8.366836,0,1,0.8181818181818182,0,2,2,5
T2,探索,20250706_03_05,8,0.58582467,1.3914796,1.2163081,6.914905,1,2,1.125,0,0,0,2
T2,探索,20250706_03_06,16,0.7691619,1.8906084,1.561072,7.653807,1,2,0.5625,3,9,9,11
T2,探索,20250706_03_07,16,0.7903171,1.835075,1.5615913,7.2977805,1,1,0.5625,5,7,8,10
T2,探索,20250706_03_08,14,0.59629405,1.4040498,1.5529065,8.503383,1,2,0.6428571428571429,4,4,4,9
T2,探索,20250706_03_09,16,0.59629405,1.3365197,1.8175526,10.255619,1,2,0.5625,3,4,8,11
T2,探索,20250706_03_10,16,0.78753835,1.8024181,1.4942222,7.4137697,0,1,0.5625,3,8,9,11
T2,探索,20250706_03_11,14,0.59629405,1.2893918,1.7379023,9.511228,0,1,0.6428571428571429,0,5,5,8
T2,探索,20250706_03_12,15,0.6919535,1.337806,1.6308739,8.721899,1,1,0.6,2,6,8,9
T2,探索,20250706_10_01,16,0.69414645,1.7022177,1.3249733,7.6420703,0,0,0.5625,4,7,7,13
T2,探索,20250706_10_02,15,0.66037005,1.5991534,1.6070641,8.314821,1,1,0.6,4,6,8,10
T2,探索,20250706_10_03,18,0.71739435,1.6308755,1.9678695,9.8587,0,1,0.5,2,6,9,13
T2,探索,20250706_10_04,18,0.68506247,1.686479,1.3727727,7.822963,0,2,0.5,5,10,13,13
T2,探索,20250706_10_05,8,0.68506247,1.6186322,1.1714123,6.4817977,1,1,1.125,0,0,0,3
T2,探索,20250706_10_07,9,0.7871425,1.7883722,1.1225436,6.2236433,1,3,1.0,0,1,1,4
T2,探索,20250706_10_08,14,0.46372306,1.2938119,1.7670896,10.2157755,0,1,0.6428571428571429,0,4,5,8
T2,探索,20250706_10_09,8,0.6919535,1.8613813,1.3026348,6.0987515,1,3,1.125,0,1,2,3
T2,探索,20250706_10_11,18,0.73914486,1.1541343,1.7853268,9.765557,0,1,0.5,1,7,8,15
T2,探索,20250706_10_12,16,0.94078946,2.0452707,1.3767017,6.657866,0,1,0.5625,4,9,9,12
